24,16.9987
25,16.5248
26,9.66912
27,7.38014
28,8.43239
29,6.07676
30,4.42431
31,3.53633
32,3.32795
33,2.88777
34,2.10449
35,3.00025
36,2.3982
37,2.05205
38,1.85357
39,1.60222
40,1.43622
41,1.27481
42,1.93424
43,1.55557
44,1.36054
45,1.00527
46,0.806851
47,0.502874
48,0.142553
49,0.181637
50,0.220751
51,0.418358
52,0.64224
53,1.34264
54,1.15741
55,0.988631
56,2.68817
57,4.31669
58,3.51779
59,4.11274
